text,score
"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit .",0
significant for the chilling moments when the children echo the very sentiments that continue to fuel the middle east conflict .,0
immediately there is bad blood with chambers not wanting to be second to no one which leads to a lunch room fight between the men .,1
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .,0
"and the conclusion of the story is how the four attempt to pull off their master plan , this well-thought-out bank robbery .",1
"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .",0
there are plot holes big enough for shamu the killer whale to swim through .,0
his intricate paintings of the devil and his elaborate journal entries depicting encounters with him led sigmund freud to diagnose him as one of the first known schizophrenics .,1
"in order get loan sharks off his back , he must finish his novel in 30 days or wind up dead .",1
resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,0
i have two words to say about reign of fire . great dragons !,0
. . . skirts the edges of snide condescension only to then abruptly catch the viewer off-guard with lightning strikes of genuine emotion .,0
"it doesn't make for great cinema , but it is interesting to see where one's imagination will lead when given the opportunity .",0
"he resorts to whiskey-smuggling , a traditional family occupation .",1
"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting .",0
"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor .",0
a very good film sits in the place where a masterpiece should be .,0
meet a struggling young citizen of our chaotic attention deficit world : lizzy lyons .,1
"the kind of history lesson that you wouldn't mind seeing again and again , no matter the format .",0
aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,0
a cautionary tale about the folly of superficiality that is itself endlessly superficial .,0
despite some gulps the film is a fuzzy huggy .,0
"the word that comes to mind , while watching eric rohmer's tribute to a courageous scottish lady , is painterly .",0
"fresh from a series of emotional traumas , allison is distrustful and not so easily rescued , though over a period of two days she comes to regard her idealization of dylan as a last opportunity for security and happiness .",1
"after happily flunking out of several prep schools , igby escapes into the bohemian underworld of manhattan .",1
